idx,meci_type
0081_15,Type_2
0041_6,Type_2
0070_13,Type_1
0013_13,Type_1
0098_20,Type_1
0191_10,Type_1
0187_5,Type_3
0096_8,Type_2
0148_17,Type_1
0146_12,Type_3
0020_7,Type_1
0141_3,Type_2
0065_7,Type_2
0152_9,Type_1
0117_9,Type_3
0200_14,Type_2
0098_7,Type_2
0135_17,Type_2
0119_6,Type_3
0160_16,Type_1
0083_4,Type_3
0192_9,Type_1
0011_16,Type_2
0193_15,Type_3
0181_3,Type_3
0161_6,Type_3
0124_6,Type_3
0013_8,Type_1
0044_17,Type_1
0056_8,Type_2
0147_5,Type_1
0139_17,Type_2
0062_13,Type_1
0081_6,Type_3
0183_10,Type_3
0037_9,Type_2
0054_12,Type_1
0163_4,Type_3
0072_9,Type_2
0061_3,Type_2
0154_12,Type_1
0029_12,Type_2
0039_6,Type_3
0039_7,Type_3
0154_13,Type_3
0037_8,Type_2
0126_5,Type_3
0072_8,Type_2
0163_5,Type_2
0054_13,Type_1
0081_7,Type_3
0062_12,Type_3
0058_6,Type_3
0139_16,Type_3
0116_22,Type_1
0013_9,Type_3
0147_4,Type_3
0056_9,Type_2
0044_16,Type_1
0161_7,Type_3
0124_7,Type_2
0192_8,Type_1
0119_7,Type_3
0160_17,Type_1
0098_6,Type_2
0135_16,Type_2
0043_5,Type_2
0152_8,Type_2
0117_8,Type_3
0020_6,Type_3
0146_13,Double_H
0065_6,Type_1
0148_16,Type_3
0191_11,Type_1
0013_12,Type_1
0096_9,Type_2
0178_6,Type_3
0070_12,Type_1
0198_3,Type_3
0120_3,Type_3
0041_7,Type_2
0176_9,Type_3
0067_4,Type_2
0185_6,Type_3
0081_14,Type_2
0158_11,Type_3
0081_16,Type_2
0041_5,Type_3
0150_8,Type_2
0067_6,Type_2
0069_9,Type_2
0070_10,Type_1
0148_14,Type_1
0048_14,Type_3
0013_10,Type_3
0043_7,Type_2
0174_9,Type_1
0065_4,Type_2
0131_9,Type_1
0146_11,Type_3
0020_4,Type_3
0135_14,Type_1
0189_9,Type_2
0160_15,Type_1
0119_5,Type_3
0011_15,Type_1
0193_16,Type_2
0083_7,Type_3
0044_14,Type_1
0147_6,Type_2
0116_20,Type_2
0035_8,Type_1
0118_19,Type_2
0124_5,Type_3
0070_8,Type_1
0161_5,Type_2
0137_11,Type_2
0139_14,Type_1
0149_9,Type_2
0162_10,Type_1
0153_24,Type_1
0153_18,Type_2
0054_9,Type_2
0054_11,Type_2
0163_7,Type_2
0126_7,Type_1
0128_8,Type_2
0039_5,Type_3
0029_11,Type_3
0029_10,Type_3
0128_9,Type_2
0163_6,Type_2
0054_10,Type_2
0154_10,Type_2
0054_8,Type_2
0190_9,Type_2
0153_25,Type_1
0139_15,Type_2
0037_10,Type_1
0137_10,Type_1
0118_18,Type_1
0035_9,Type_1
0161_4,Type_2
0070_9,Type_2
0063_3,Type_3
0147_7,Type_3
0044_15,Type_1
0116_21,Type_1
0193_17,Type_2
0011_14,Type_1
0083_6,Type_3
0160_14,Type_1
0135_15,Type_1
0098_5,Type_2
0200_16,Type_3
0189_8,Type_2
0065_5,Type_1
0174_8,Type_2
0048_15,Type_1
0187_7,Type_3
0191_12,Type_1
0013_11,Type_1
0148_15,Type_3
0070_11,Type_1
0178_5,Type_3
0069_8,Type_2
0067_7,Type_2
0150_9,Type_2
0158_10,Type_3
0185_5,Type_3
0081_17,Type_2
0156_11,Type_2
0165_4,Type_2
0074_9,Type_1
0056_11,Type_1
0143_7,Type_2
0106_7,Type_1
0003_10,Double_H
0087_6,Type_3
0081_13,Type_1
0108_8,Type_3
0019_5,Type_2
0070_15,Type_2
0198_4,Type_3
0122_6,Type_1
0015_8,Type_1
0146_14,Type_1
0085_4,Type_2
0194_9,Type_3
0148_11,Type_1
0187_3,Type_3
0078_4,Type_3
0169_9,Type_3
0160_10,Type_2
0200_12,Type_2
0135_11,Type_2
0026_7,Type_1
0044_11,Type_2
0063_7,Type_3
0154_9,Type_2
0111_9,Type_1
0000_4,Type_2
0116_19,Type_1
0181_5,Type_3
0111_10,Type_1
0011_10,Type_3
0118_20,Type_1
0062_15,Type_1
0039_11,Type_2
0139_11,Type_1
0061_5,Type_3
0170_8,Type_2
0135_8,Type_2
0047_6,Type_3
0054_14,Type_1
0153_21,Type_3
0183_7,Type_2
0049_9,Type_1
0158_5,Type_3
0049_8,Type_2
0153_20,Type_1
0163_3,Type_3
0054_15,Type_2
0047_7,Type_1
0170_9,Type_3
0135_9,Type_2
0139_10,Type_1
0062_14,Type_1
0039_10,Type_1
0193_12,Type_1
0118_21,Type_2
0011_11,Type_1
0116_18,Type_2
0111_11,Type_1
0111_8,Type_3
0144_10,Type_2
0026_6,Type_1
0063_6,Type_3
0044_10,Type_1
0200_13,Type_2
0135_10,Type_2
0160_11,Type_1
0169_8,Type_3
0194_8,Type_3
0085_5,Type_2
0148_10,Type_1
0146_15,Type_2
0104_4,Type_3
0015_9,Type_1
0043_3,Type_2
0167_7,Type_3
0122_7,Type_1
0070_14,Type_1
0108_9,Type_3
0081_12,Type_2
0003_11,Double_H
0143_6,Type_2
0056_10,Type_2
0106_6,Type_3
0031_8,Type_2
0156_10,Type_2
0120_5,Type_3
0074_8,Type_1
0165_5,Type_2
0106_4,Type_3
0017_9,Type_1
0056_12,Type_2
0052_9,Type_2
0165_7,Type_1
0120_7,Type_1
0156_12,Type_1
0081_10,Type_3
0196_8,Type_1
0087_5,Type_3
0019_6,Type_2
0141_6,Type_2
0104_6,Type_3
0146_17,Type_1
0098_19,Type_1
0033_8,Type_2
0122_5,Type_1
0076_8,Type_1
0167_5,Type_3
0048_12,Type_1
0148_12,Type_1
0085_7,Type_2
0078_7,Type_3
0160_13,Type_2
0119_3,Type_3
0135_12,Type_2
0200_11,Type_2
0124_3,Type_3
0144_12,Type_1
0044_12,Type_2
0172_9,Type_2
0063_4,Type_3
0137_9,Type_2
0026_4,Type_2
0011_13,Type_1
0193_10,Type_1
0181_6,Type_3
0139_6,Type_1
0139_12,Type_1
0039_12,Type_1
0062_16,Type_1
0047_5,Type_3
0156_8,Type_1
0061_6,Type_3
0153_22,Type_1
0183_4,Type_2
0158_7,Type_3
0158_6,Type_3
0183_5,Type_2
0153_23,Type_2
0156_9,Type_1
0047_4,Type_3
0039_13,Type_1
0062_17,Type_1
0139_13,Type_1
0139_7,Type_1
0058_3,Type_3
0111_12,Type_3
0181_7,Type_1
0011_12,Type_3
0172_8,Type_2
0044_13,Type_2
0026_5,Type_2
0137_8,Type_2
0000_6,Type_2
0144_13,Type_1
0135_13,Type_3
0200_10,Type_3
0160_12,Type_2
0078_6,Type_3
0148_13,Type_1
0085_6,Type_2
0048_13,Type_3
0033_9,Type_2
0167_4,Type_3
0141_7,Type_2
0098_18,Type_1
0146_16,Type_2
0019_7,Type_2
0081_11,Type_3
0165_6,Type_2
0156_13,Type_1
0120_6,Type_3
0017_8,Type_3
0052_8,Type_3
0056_13,Type_1
0017_14,Type_1
0117_14,Type_2
0191_8,Type_3
0142_15,Type_1
0055_9,Type_2
0144_4,Type_2
0119_11,Type_1
0010_21,Type_3
0127_7,Type_1
0046_3,Type_3
0162_7,Type_3
0031_10,Type_2
0131_10,Type_1
0038_5,Type_2
0064_11,Type_1
0085_12,Type_2
0185_12,Type_2
0082_7,Type_1
0000_18,Type_2
0052_10,Type_3
0009_14,Type_1
0160_5,Type_1
0071_8,Type_3
0152_10,Type_1
0109_14,Type_1
0034_8,Type_2
0155_19,Type_1
0105_14,Type_1
0157_20,Type_3
0186_6,Type_3
0189_12,Type_1
0042_7,Type_1
0021_4,Type_3
0130_9,Type_1
0150_15,Type_2
0175_9,Type_3
0123_10,Type_1
0023_10,Type_2
0176_11,Type_2
0009_8,Type_2
0015_11,Type_2
0097_12,Type_3
0140_10,Type_3
0066_6,Type_3
0023_6,Type_1
0040_10,Type_3
0068_11,Type_3
0166_14,Type_1
0068_9,Type_1
0166_15,Type_1
0068_8,Type_3
0068_10,Type_1
0142_3,Type_3
0066_7,Type_1
0023_7,Type_1
0040_4,Type_3
0140_11,Type_3
0151_9,Type_1
0184_5,Type_3
0097_13,Type_1
0015_10,Type_2
0118_4,Type_3
0009_9,Type_2
0023_11,Type_2
0188_8,Type_2
0099_5,Type_3
0123_11,Type_1
0130_8,Type_2
0021_5,Type_2
0175_8,Type_3
0064_5,Type_2
0150_14,Type_2
0042_6,Type_1
0189_13,Type_1
0157_21,Type_1
0087_16,Type_1
0105_15,Type_2
0059_5,Type_1
0071_9,Type_1
0160_4,Type_2
0155_18,Type_3
0034_9,Type_2
0009_15,Type_1
0146_7,Type_3
0185_13,Type_2
0155_24,Type_1
0000_19,Type_1
0085_13,Type_1
0064_10,Type_2
0038_4,Type_2
0164_10,Type_1
0131_11,Type_1
0031_11,Type_2
0127_6,Type_1
0162_6,Type_1
0055_8,Type_2
0142_14,Type_3
0010_20,Type_2
0119_10,Type_3
0117_15,Type_2
0191_9,Type_3
0080_4,Type_1
0017_15,Type_1
0017_17,Type_1
0073_9,Type_2
0127_4,Type_3
0010_22,Type_2
0142_16,Type_3
0131_13,Type_1
0064_12,Type_2
0200_7,Type_2
0185_11,Type_2
0180_3,Type_3
0085_11,Type_2
0146_5,Type_3
0057_8,Type_3
0012_8,Type_1
0052_13,Type_2
0138_3,Type_3
0059_7,Type_1
0186_5,Type_3
0157_23,Type_3
0087_14,Type_3
0140_3,Type_3
0064_7,Type_2
0189_11,Type_2
0042_4,Type_3
0123_13,Type_2
0176_12,Type_1
0118_6,Type_3
0097_11,Type_3
0184_7,Type_3
0015_12,Type_1
0132_8,Type_1
0023_5,Type_1
0040_13,Type_3
0199_14,Type_1
0140_13,Type_2
0040_6,Type_3
0068_12,Type_3
0068_13,Type_1
0140_12,Type_2
0040_12,Type_3
0132_9,Type_2
0177_9,Type_3
0199_15,Type_2
0097_10,Type_2
0184_6,Type_3
0118_7,Type_2
0176_13,Type_1
0123_12,Type_2
0116_8,Type_2
0042_5,Type_1
0189_10,Type_2
0064_6,Type_2
0087_15,Type_1
0097_9,Type_3
0157_22,Type_1
0059_6,Type_1
0057_9,Type_2
0012_9,Type_1
0085_10,Type_2
0185_10,Type_2
0064_13,Type_2
0031_12,Type_1
0131_12,Type_1
0010_23,Type_2
0142_17,Type_2
0162_5,Type_1
0073_8,Type_1
0127_5,Type_1
0017_16,Type_2
0112_8,Type_3
0046_5,Type_2
0142_13,Type_3
0117_12,Type_2
0080_3,Type_2
0182_4,Type_3
0017_12,Type_1
0159_7,Type_2
0044_7,Type_3
0109_12,Type_1
0052_16,Type_2
0009_12,Type_1
0173_9,Type_3
0185_14,Type_2
0155_23,Type_1
0174_12,Type_2
0138_6,Type_2
0150_13,Type_2
0166_5,Type_3
0077_8,Type_2
0032_8,Type_2
0187_11,Type_2
0105_12,Type_2
0087_11,Type_1
0176_17,Type_1
0079_7,Type_3
0123_16,Type_2
0178_12,Type_3
0199_11,Type_2
0053_9,Type_3
0040_16,Type_3
0016_9,Type_1
0140_16,Type_1
0164_7,Type_2
0097_14,Type_2
0066_12,Type_2
0166_12,Type_1
0199_7,Type_3
0199_6,Type_2
0166_13,Type_1
0066_13,Type_1
0184_3,Type_3
0097_15,Type_2
0099_10,Type_1
0164_6,Type_2
0142_5,Type_3
0053_8,Type_3
0199_10,Type_1
0016_8,Type_2
0040_17,Type_1
0099_3,Type_3
0176_16,Type_1
0079_6,Type_3
0087_10,Type_1
0105_13,Type_2
0187_10,Type_3
0032_9,Type_1
0123_4,Type_3
0105_7,Type_3
0150_12,Type_1
0140_7,Type_3
0021_12,Type_1
0174_13,Type_2
0185_15,Type_2
0155_22,Type_2
0173_8,Type_3
0062_5,Type_3
0009_13,Type_1
0109_13,Type_2
0159_6,Type_2
0200_3,Type_2
0017_13,Type_1
0117_13,Type_2
0144_3,Type_3
0142_12,Type_3
0046_4,Type_3
0157_9,Type_3
0010_24,Type_1
0142_10,Type_3
0171_8,Type_2
0046_6,Type_2
0010_18,Type_3
0017_11,Type_3
0182_7,Type_2
0117_11,Type_2
0048_9,Type_2
0131_15,Type_2
0146_3,Type_3
0062_7,Type_3
0009_11,Type_2
0052_15,Type_1
0109_11,Type_1
0180_5,Type_3
0155_20,Type_1
0174_11,Type_2
0138_5,Type_1
0021_10,Type_2
0166_6,Type_3
0150_10,Type_1
0014_8,Type_3
0157_19,Type_3
0084_4,Type_3
0187_12,Type_1
0176_14,Type_1
0178_11,Type_2
0123_15,Type_1
0140_15,Type_1
0075_9,Type_1
0164_4,Type_2
0030_9,Type_3
0040_15,Type_1
0199_12,Type_2
0086_6,Type_3
0166_11,Type_1
0109_8,Type_1
0066_11,Type_1
0068_14,Type_1
0033_10,Type_2
0088_9,Type_3
0088_8,Type_3
0066_10,Type_2
0109_9,Type_3
0166_10,Type_1
0086_7,Type_3
0040_14,Type_3
0199_13,Type_2
0140_14,Type_1
0078_10,Type_2
0178_10,Type_2
0123_14,Type_3
0079_5,Type_3
0176_15,Type_1
0157_24,Type_2
0087_13,Type_1
0084_5,Type_3
0051_9,Type_2
0150_11,Type_1
0140_4,Type_3
0014_9,Type_2
0105_4,Type_3
0166_7,Type_1
0021_11,Type_2
0138_4,Type_3
0029_9,Type_1
0174_10,Type_2
0155_21,Type_1
0185_16,Type_3
0000_20,Type_1
0109_10,Type_1
0044_5,Type_3
0009_10,Type_2
0062_6,Type_3
0052_14,Type_2
0131_14,Type_1
0159_5,Type_2
0117_10,Type_1
0010_19,Type_3
0182_6,Type_3
0017_10,Type_3
0010_25,Type_2
0142_11,Type_3
0134_4,Type_3
0159_8,Type_2
0048_5,Type_2
0155_10,Type_3
0044_8,Type_1
0155_5,Type_3
0173_6,Type_3
0055_10,Type_2
0000_11,Type_1
0193_3,Type_3
0091_4,Type_2
0082_12,Type_3
0180_9,Type_3
0029_4,Type_3
0173_14,Type_1
0126_15,Type_1
0157_15,Type_3
0105_9,Type_3
0014_4,Type_1
0032_7,Type_3
0077_7,Type_2
0059_10,Type_1
0084_8,Type_3
0171_11,Type_2
0124_10,Type_2
0040_19,Type_2
0053_6,Type_3
0164_8,Type_2
0149_15,Type_2
0112_11,Type_3
0109_4,Type_3
0134_15,Type_2
0088_5,Type_1
0199_8,Type_3
0034_15,Type_2
0034_14,Type_2
0134_14,Type_3
0088_4,Type_3
0149_14,Type_1
0112_10,Type_3
0164_9,Type_2
0075_4,Type_3
0030_4,Type_3
0040_18,Type_2
0016_7,Type_3
0124_11,Type_1
0168_4,Type_2
0171_10,Type_2
0084_9,Type_3
0059_11,Type_2
0077_6,Type_2
0140_8,Type_3
0014_5,Type_1
0105_8,Type_3
0126_14,Type_1
0026_14,Type_2
0173_15,Type_3
0180_8,Type_2
0082_13,Type_2
0091_5,Type_2
0000_10,Type_2
0055_11,Type_2
0173_7,Type_3
0012_3,Type_3
0044_9,Type_1
0163_10,Type_2
0010_15,Type_1
0134_5,Type_2
0017_20,Type_1
0112_6,Type_3
0055_3,Type_3
0010_3,Type_1
0134_7,Type_3
0112_4,Type_3
0046_9,Type_1
0010_17,Type_3
